city,area,rooms,bathroom,parking spaces,floor,animal,furniture,Hassoc_tax,rent,prop_tax,fire_insur
city0,70,3,1,1,1,acept,not furnished,600,1500,17,20
city1,208,3,3,2,2,acept,furnished,2354,7000,552,89
city1,238,4,3,1,7,acept,not furnished,2515,5000,575,64
city1,161,3,3,3,17,acept,not furnished,2700,10000,667,127
city1,85,3,2,2,3,acept,not furnished,1050,2350,217,30
city0,71,2,1,1,3,acept,not furnished,670,1130,114,15
city1,55,1,1,0,13,acept,not furnished,400,1300,0,17
city0,219,4,5,2,4,acept,furnished,1954,3800,472,49
city1,50,1,1,0,0,not acept,not furnished,0,1266,57,4
city1,90,2,1,0,0,acept,not furnished,0,2800,170,43
city1,120,2,2,1,3,not acept,furnished,782,3300,0,42
city1,170,3,2,1,5,acept,not furnished,2215,4500,293,58
city1,42,1,1,1,3,acept,not furnished,450,2700,52,35
city1,31,1,1,1,3,not acept,furnished,2000,1990,125,26
city1,62,1,1,0,4,acept,furnished,670,2300,0,30
city1,83,2,3,2,8,acept,not furnished,1555,3200,735,41
city1,147,3,2,2,4,acept,not furnished,1313,3600,414,46
city1,30,1,1,0,0,acept,not furnished,0,750,59,12
city1,97,2,2,2,3,acept,not furnished,1400,2200,42,28
city1,30,1,1,0,0,not acept,not furnished,0,920,0,14
city1,104,3,2,2,8,acept,not furnished,1300,3300,289,42
city1,230,4,3,3,0,acept,not furnished,2270,8200,1060,124
city1,20,1,1,0,4,not acept,furnished,150,3142,67,40
city1,298,4,4,1,0,acept,not furnished,0,3000,0,46
city1,127,2,1,2,0,acept,not furnished,0,2250,247,34
city0,60,3,2,1,3,acept,not furnished,452,800,50,11
city1,54,2,2,1,11,acept,not furnished,954,2800,190,36
city0,262,3,4,4,0,acept,not furnished,1953,9500,745,143
city1,19,1,1,0,0,not acept,not furnished,0,1200,0,16
city1,55,2,1,1,1,acept,furnished,300,2200,84,28
city1,120,2,1,1,0,not acept,not furnished,0,1300,50,20
city1,88,3,4,2,5,acept,not furnished,486,3900,305,50
city1,136,3,2,2,9,not acept,not furnished,1650,6818,332,87
city1,130,3,1,1,0,acept,not furnished,0,2000,0,31
city0,48,1,1,1,1,not acept,not furnished,450,550,42,7
city1,53,3,2,1,13,not acept,not furnished,420,2000,67,26
city1,320,4,5,5,0,acept,not furnished,0,10870,1417,164
city0,52,1,1,1,8,not acept,furnished,1000,2300,50,30
city1,75,2,1,3,5,not acept,not furnished,700,2500,250,32
city1,90,3,1,0,0,not acept,not furnished,270,2200,225,34
city1,95,2,2,1,0,acept,not furnished,0,2400,180,37
city1,70,1,1,1,0,not acept,not furnished,0,1100,0,17
city1,25,1,1,0,9,acept,furnished,160,1820,0,24
city1,230,3,4,2,3,acept,not furnished,2000,4800,292,61
city1,89,3,2,2,15,not acept,not furnished,935,5418,0,20
city1,42,1,1,1,0,acept,furnished,675,3600,82,46
city1,192,3,4,2,13,acept,not furnished,1600,8500,0,108
city1,99,2,1,1,6,not acept,not furnished,1300,4300,125,55
city1,50,2,1,1,1,acept,not furnished,400,1050,0,8
city0,48,1,2,0,2,acept,furnished,704,1234,46,16
city1,99,2,1,1,0,acept,not furnished,0,3650,230,55
city1,33,1,1,1,7,not acept,not furnished,560,1219,0,8
city1,93,3,2,2,25,not acept,furnished,650,3500,125,45
city1,49,1,1,1,10,acept,not furnished,480,3500,42,45
city1,50,1,1,0,9,not acept,furnished,850,2480,20,32
city1,100,3,3,1,0,acept,not furnished,0,2400,0,37
city1,110,2,1,1,10,not acept,not furnished,705,1800,0,23
city1,210,4,5,2,1,acept,furnished,3800,8500,0,108
city1,80,3,1,0,0,not acept,not furnished,185,2100,0,27
city1,196,2,3,3,8,acept,not furnished,3210,5500,73,70
city1,160,1,4,2,2,not acept,not furnished,1000,3500,10,45
city1,160,4,4,3,2,acept,not furnished,2500,11000,0,140
city1,189,4,3,2,5,not acept,furnished,2300,6500,584,83
city1,93,2,1,1,11,acept,not furnished,760,3200,0,41
city0,57,2,1,1,3,not acept,not furnished,343,850,67,11
city0,76,3,1,1,8,not acept,not furnished,484,1100,63,14
city1,240,4,5,5,9,acept,furnished,3442,9900,1529,126
city1,240,3,4,3,1,acept,furnished,5100,11000,1834,140
city1,68,3,1,1,1,acept,not furnished,560,1460,115,19
city1,80,2,2,1,7,acept,not furnished,831,3800,9,49
city1,205,4,4,2,14,acept,not furnished,3050,10800,517,137
city1,250,3,3,1,9,acept,not furnished,2000,6500,292,83
city1,120,2,3,2,10,acept,furnished,1500,9000,542,115
city1,68,2,1,1,9,acept,not furnished,0,1850,0,24
city1,65,2,1,1,3,acept,not furnished,315,1400,47,18
city1,40,1,1,0,1,not acept,not furnished,150,1047,0,14
city1,75,2,1,0,5,acept,furnished,1310,1283,0,17
city1,150,2,2,2,0,acept,not furnished,0,2640,0,40
city1,34,1,1,0,11,not acept,not furnished,370,2800,74,36
city0,135,3,2,2,0,acept,not furnished,0,1700,25,26
city1,36,1,1,0,3,not acept,not furnished,500,1900,77,25
city1,60,2,1,1,1,acept,not furnished,670,2058,0,9
city1,156,3,3,3,20,acept,not furnished,1600,4900,917,63
city1,60,1,1,1,7,acept,not furnished,1300,3070,217,39
city0,60,2,1,1,1,not acept,furnished,385,2848,64,37
city1,150,4,2,1,0,acept,not furnished,0,3900,0,59
city1,120,3,2,2,1,acept,not furnished,2450,4636,875,59
city1,64,3,1,1,2,acept,not furnished,470,1200,110,16
city1,127,3,2,1,12,not acept,not furnished,1655,3900,350,50
city1,87,2,2,2,15,acept,not furnished,663,3700,257,47
city1,300,4,4,0,7,acept,furnished,2700,9600,500,122
city1,60,2,1,0,1,acept,not furnished,191,1500,150,20
city1,270,6,3,6,0,acept,not furnished,0,4500,417,68
city1,142,3,3,2,15,acept,not furnished,1600,9000,475,115
city1,35,1,1,0,3,acept,not furnished,315,1649,0,21
city1,129,4,4,2,14,acept,furnished,1180,8900,387,113
city1,30,1,1,1,14,not acept,not furnished,1379,1660,18,22
city1,89,2,2,1,5,acept,not furnished,1542,2300,238,30
city1,98,3,2,2,6,acept,furnished,961,2500,180,32
city1,277,4,4,6,5,acept,not furnished,4200,3800,1947,49
city1,80,2,2,2,15,acept,not furnished,2000,11000,0,140
city1,25,1,1,0,1,not acept,not furnished,0,1200,35,16
city1,212,3,4,4,4,acept,not furnished,3400,10000,1250,127
city0,53,2,1,1,3,acept,not furnished,345,850,15,11
city1,235,3,4,3,2,acept,not furnished,2000,2550,1000,33
city1,100,1,2,2,8,acept,not furnished,700,2000,150,18
city0,140,4,3,2,14,acept,not furnished,1030,3500,220,45
city1,51,1,2,1,3,not acept,furnished,1062,2100,27,27
city0,80,2,1,1,0,not acept,not furnished,0,1100,28,17
city1,220,4,4,3,12,acept,not furnished,3600,5100,892,65
city1,97,3,2,2,14,acept,not furnished,1600,1700,125,22
city1,100,3,2,1,4,not acept,furnished,950,2700,71,35
city1,69,2,1,0,4,acept,not furnished,525,3000,0,22
city0,143,3,2,3,0,acept,not furnished,0,1700,70,26
city1,48,1,1,1,3,acept,not furnished,660,3300,110,42
city0,165,3,2,0,0,acept,not furnished,0,3000,129,46
city1,137,3,3,1,9,acept,furnished,1200,5500,303,70
city1,33,2,1,0,6,acept,not furnished,300,1900,0,25
city1,120,4,3,2,8,acept,not furnished,2010,2210,334,28
city1,150,4,3,0,2,acept,not furnished,0,2850,275,37
city1,218,4,4,4,3,not acept,not furnished,2488,4930,1454,63
city1,160,4,3,3,3,acept,not furnished,1600,7000,542,89
city1,85,2,1,0,4,acept,furnished,620,2190,0,28
city1,230,3,3,0,9,acept,furnished,1700,5000,109,64
city1,40,1,1,0,0,not acept,not furnished,0,970,63,15
city1,160,4,5,3,2,acept,furnished,1623,3800,834,49
city0,92,3,2,3,6,acept,not furnished,700,2100,167,27
city1,23,1,1,0,2,not acept,not furnished,30,950,34,13
city1,53,2,2,1,9,not acept,not furnished,722,2100,0,27
city1,260,3,2,3,10,acept,not furnished,3000,8500,1084,108
city1,140,3,1,0,0,acept,not furnished,0,2700,167,41
city1,236,4,5,7,4,acept,furnished,3000,10800,1084,137
city1,250,3,3,3,0,acept,not furnished,0,3210,0,49
city1,280,4,4,1,1,acept,furnished,3000,8000,292,102
city1,103,3,1,3,2,acept,not furnished,1054,3400,94,44
city1,60,1,1,0,0,acept,furnished,0,4100,400,62
city1,62,2,1,1,1,acept,not furnished,580,1650,92,21
city1,278,3,2,1,11,acept,not furnished,2640,7800,601,99
city1,42,2,1,1,18,acept,not furnished,500,1200,0,16
city1,200,4,4,3,5,acept,furnished,2300,10200,803,130
city1,52,2,1,1,8,acept,not furnished,760,3000,145,39
city1,100,2,2,1,10,acept,furnished,1190,1625,66,7
city1,75,2,2,1,14,acept,not furnished,736,2629,0,10
city0,30,1,1,0,0,not acept,not furnished,0,1400,0,22
city1,70,2,2,1,1,not acept,not furnished,280,1000,138,13
city1,55,2,1,0,0,acept,not furnished,0,2000,75,31
city1,250,3,4,3,8,acept,not furnished,2850,9000,834,115
city1,110,2,1,1,0,acept,not furnished,0,1500,163,23
city0,52,2,1,1,4,acept,furnished,320,1800,70,23
city1,20,1,1,0,5,not acept,furnished,420,1700,54,22
city1,40,1,1,0,0,not acept,not furnished,0,780,17,12
city1,35,1,1,1,4,not acept,not furnished,570,1200,46,16
city1,92,3,1,2,3,acept,furnished,418,2200,0,28
city1,50,1,1,1,7,acept,furnished,2000,2000,382,26
city1,141,3,3,2,3,acept,not furnished,1100,7935,167,101
city1,60,2,2,1,14,not acept,furnished,2435,2600,184,33
city1,48,1,1,0,3,acept,not furnished,90,950,90,26
city1,101,3,4,2,4,not acept,furnished,1037,6664,359,85
city1,35,1,1,1,2,acept,not furnished,762,2850,84,37
city1,312,3,6,3,0,acept,furnished,0,6300,1063,95
city1,40,1,1,0,14,not acept,furnished,810,3800,162,49
city1,45,1,1,1,2,not acept,furnished,1900,4200,350,54
city1,145,3,3,2,1,acept,furnished,1088,5800,250,74
city1,170,3,3,1,6,acept,not furnished,1300,2260,200,29
city1,270,3,3,2,8,acept,furnished,3370,5500,995,70
city1,70,2,2,0,0,not acept,not furnished,0,3800,90,58
city1,50,2,1,1,6,acept,furnished,400,1900,0,15
city1,33,1,1,1,19,not acept,furnished,400,3413,0,12
city0,70,3,1,1,1,acept,not furnished,650,1300,17,17
city1,240,3,2,3,0,acept,not furnished,0,5900,500,89
city1,53,1,1,1,4,acept,not furnished,690,4398,200,56
city1,50,2,1,1,0,acept,not furnished,500,1060,5,14
city1,55,2,1,1,7,not acept,not furnished,784,3900,135,50
city1,48,1,1,1,4,acept,not furnished,633,3400,114,44
city1,30,1,1,0,1,acept,furnished,350,3300,0,42
city0,138,3,4,3,8,acept,not furnished,1278,5000,405,64
city1,100,2,4,2,12,not acept,furnished,885,3000,330,39
city1,320,3,4,3,0,acept,not furnished,0,6000,484,91
city1,190,4,3,3,8,acept,not furnished,1200,5700,71,73
city1,55,2,1,1,3,acept,not furnished,720,2170,12,28
city1,62,2,1,1,2,acept,not furnished,1000,5000,184,64
city1,130,3,2,1,3,acept,not furnished,2400,4500,317,58
city1,61,2,1,1,6,acept,not furnished,897,2100,96,27
city1,150,3,4,3,18,not acept,furnished,2200,7500,622,54
city0,87,2,1,0,10,acept,not furnished,415,1100,82,14
city1,156,3,4,3,4,acept,not furnished,1650,9000,667,115
city1,33,1,1,0,12,acept,not furnished,300,1655,0,21
city1,46,1,1,1,7,acept,not furnished,486,1816,83,8
city1,45,1,1,1,9,acept,not furnished,427,2142,0,20
city1,50,2,1,1,5,acept,not furnished,570,1100,0,14
city1,90,2,2,2,0,acept,furnished,0,4100,0,62
city1,280,3,4,3,4,not acept,not furnished,4200,7600,1250,97
city1,98,2,3,2,8,acept,furnished,1907,8500,468,108
city1,65,2,1,2,21,acept,not furnished,1111,4000,233,51
city1,100,1,2,2,1,acept,furnished,2344,7000,757,89
city1,170,3,5,3,1,acept,furnished,2900,9900,724,126
city1,60,1,1,1,7,acept,furnished,1800,2000,0,26
city1,85,3,2,2,0,acept,not furnished,100,2500,75,38
city1,300,3,3,4,0,acept,not furnished,1,3700,950,56
city1,70,2,1,1,3,not acept,not furnished,710,860,45,11
city1,38,1,1,1,5,not acept,furnished,1450,3400,0,44
city1,186,4,4,3,11,acept,not furnished,1900,6000,584,77
city1,210,3,3,2,15,not acept,furnished,3500,8667,834,110
city1,80,3,2,2,12,not acept,furnished,770,3008,211,39
city1,70,3,2,1,3,acept,not furnished,1087,3700,38,47
city1,162,3,3,1,8,acept,not furnished,2150,7000,492,89
city1,250,4,2,5,0,acept,not furnished,0,4400,71,67
city1,150,2,1,2,0,acept,not furnished,300,1800,136,28
city1,204,4,5,3,10,not acept,not furnished,1900,8000,417,102
city1,93,2,2,1,8,acept,not furnished,1258,2490,12,32
city1,90,3,1,1,4,acept,not furnished,638,1600,225,21
city1,70,3,1,1,12,acept,not furnished,800,3000,0,39
city1,65,2,2,1,6,acept,not furnished,481,1890,125,24
city1,45,2,1,1,14,acept,not furnished,270,1500,82,20
city1,204,4,6,4,8,acept,furnished,3900,6800,940,87
city1,240,3,3,2,0,acept,not furnished,0,4000,292,61
city1,56,1,1,1,10,not acept,furnished,1340,2925,251,10
city1,80,3,2,1,6,acept,not furnished,850,1790,209,23
city1,88,3,3,2,14,acept,not furnished,750,2600,169,33
city1,60,1,1,2,11,acept,furnished,2320,4600,267,59
city1,240,4,3,1,0,acept,not furnished,0,10200,470,154
city1,60,2,1,1,0,not acept,not furnished,0,1700,23,26
city0,240,3,4,2,0,acept,not furnished,0,3000,250,46
city1,37,2,1,0,1,not acept,not furnished,0,1500,25,20
city1,84,3,1,1,6,acept,not furnished,800,3000,215,39
city1,70,2,1,1,6,acept,not furnished,675,1380,69,18
city0,151,3,2,3,10,acept,furnished,1400,2500,251,32
city1,120,2,1,0,0,acept,not furnished,0,1500,90,23
city1,250,3,2,2,0,acept,not furnished,0,3500,250,53
city1,187,3,3,3,13,acept,furnished,4357,5000,1270,64
city1,87,2,2,1,4,acept,not furnished,969,6675,167,85
city1,210,4,5,3,12,acept,furnished,2620,2975,1184,38
city1,160,3,4,2,0,acept,not furnished,0,4300,209,65
city1,142,4,4,3,15,not acept,not furnished,1661,2980,559,38
city1,45,1,1,1,7,acept,furnished,420,2050,162,26
city1,130,3,2,1,1,not acept,not furnished,1144,4300,167,55
city0,147,4,3,1,0,acept,not furnished,0,3500,62,53
city1,150,2,1,0,1,acept,not furnished,180,2285,100,29
city1,130,2,3,2,0,acept,not furnished,0,2500,42,38
city1,89,3,2,1,14,acept,not furnished,800,1760,100,23
city0,103,2,1,1,4,not acept,not furnished,635,1100,84,14
city0,100,3,2,1,3,acept,not furnished,690,1300,76,17
city1,310,2,6,3,11,not acept,not furnished,2300,6000,764,77
city1,100,2,3,1,6,acept,not furnished,1400,2900,100,37
city1,70,2,2,1,0,acept,not furnished,0,2400,67,37
city1,148,3,3,0,6,acept,not furnished,2056,2400,200,31
city1,80,3,1,1,8,acept,furnished,703,2500,87,32
city1,52,1,1,1,7,acept,not furnished,626,1823,0,21
city1,39,2,1,1,0,not acept,not furnished,150,1500,38,23
city0,94,3,1,0,6,acept,not furnished,710,1100,90,14
city1,173,7,2,0,0,not acept,not furnished,0,4800,0,73
city1,300,5,6,6,0,acept,not furnished,0,9500,2084,143
city0,45,2,1,1,1,acept,not furnished,300,870,0,12
city1,75,1,1,1,9,acept,not furnished,850,2900,46,37
city1,60,2,1,1,4,acept,not furnished,603,1275,109,17
city0,277,3,4,4,0,acept,not furnished,0,3270,28,50
city0,71,2,1,1,7,acept,not furnished,670,1150,114,15
city1,114,3,1,0,0,acept,not furnished,0,2650,150,40
city1,138,3,3,2,11,acept,not furnished,960,3000,100,39
city1,90,3,2,2,4,acept,furnished,808,3600,253,46
city1,235,3,2,2,0,not acept,not furnished,0,8000,417,121
city1,136,4,2,3,12,acept,not furnished,1200,3300,250,42
city1,36,1,1,0,13,not acept,not furnished,270,1240,0,16
city1,60,2,1,1,10,acept,not furnished,350,1880,0,24
city1,325,5,5,4,0,acept,not furnished,0,6000,420,91
city0,43,2,1,1,0,acept,not furnished,274,1061,7,14
city0,170,3,2,2,0,acept,not furnished,0,2300,98,35
city0,55,1,2,0,6,acept,not furnished,504,842,0,3
city1,200,3,3,1,8,acept,not furnished,1687,5800,365,74
city1,150,3,2,1,0,not acept,not furnished,0,2500,59,38
city1,140,2,1,0,0,acept,not furnished,0,1650,167,25
city1,160,3,3,1,6,acept,not furnished,2000,4500,84,58
city1,300,3,4,4,0,acept,not furnished,1,2800,292,43
city1,99,3,2,1,8,not acept,not furnished,970,2100,180,27
city1,180,3,2,1,2,acept,not furnished,1000,10000,180,127
city1,230,4,5,4,0,acept,not furnished,0,8000,526,121
city1,210,4,4,3,9,acept,not furnished,2100,9100,667,116
city1,55,2,2,2,6,acept,not furnished,780,1150,142,15
city0,70,1,2,1,11,not acept,furnished,1700,1500,184,20
city1,157,3,3,1,5,acept,not furnished,1325,4500,347,58
city1,176,3,3,3,9,acept,not furnished,1950,5000,542,64
city0,78,3,1,1,2,acept,not furnished,500,850,50,11
city1,35,1,1,0,7,not acept,not furnished,411,1080,35,14
city0,52,1,1,1,8,acept,not furnished,650,1200,29,16
city1,240,4,4,3,1,acept,not furnished,2800,4200,792,54
city1,84,2,3,2,8,acept,not furnished,859,4000,261,16
city1,125,3,3,2,0,acept,not furnished,0,2800,38,43
city0,78,3,2,1,15,acept,not furnished,542,1935,78,9
city0,58,2,1,1,1,acept,furnished,385,3500,64,45
city1,113,3,2,2,1,acept,not furnished,800,1915,0,7
city1,52,1,1,1,8,not acept,not furnished,1700,4420,188,57
city1,28,1,1,0,6,acept,not furnished,376,1450,67,19
city1,54,1,1,0,8,acept,not furnished,350,1940,3,25
city1,220,3,3,3,9,acept,not furnished,3500,8900,1466,113
city1,118,3,3,2,5,not acept,not furnished,1800,9000,352,115
city1,92,3,2,1,9,not acept,not furnished,1022,3112,0,13
city1,62,2,1,1,17,not acept,not furnished,716,3356,217,13
city1,250,3,4,3,11,acept,not furnished,4000,5100,975,65
city1,177,3,2,2,0,acept,not furnished,0,4000,459,61
city1,138,3,2,1,7,not acept,not furnished,2000,7600,238,97
city1,140,3,2,1,5,acept,not furnished,1091,5000,292,64
city1,167,3,3,3,4,acept,not furnished,2334,1670,555,22
city1,30,1,1,1,11,not acept,furnished,1600,2900,180,37
city1,120,3,2,0,0,acept,not furnished,0,2250,0,34
city0,60,2,1,1,0,acept,not furnished,485,800,60,11
city1,210,3,3,4,0,acept,not furnished,0,3294,276,50
city1,49,1,1,1,7,acept,furnished,1730,6200,0,79
city1,75,2,2,1,8,acept,furnished,930,2950,110,38
city1,109,3,2,1,2,acept,not furnished,1450,5300,0,68
city1,57,1,2,0,17,acept,not furnished,670,1400,0,18
city1,100,4,2,2,0,acept,not furnished,0,3500,42,53
city1,70,2,2,2,11,not acept,furnished,2847,3290,590,42
city1,250,3,2,8,0,acept,not furnished,0,6500,1360,98
city1,103,3,2,2,6,acept,not furnished,1150,3000,459,39
city1,90,3,2,2,11,not acept,not furnished,3160,5000,384,64
city0,273,4,2,2,4,acept,furnished,2100,2770,366,36
city1,37,1,1,0,31,not acept,furnished,583,1650,57,21
city1,61,2,1,1,4,acept,not furnished,459,1850,0,24
city1,64,2,2,1,0,not acept,not furnished,773,1900,152,29
city1,220,3,5,4,10,acept,not furnished,2250,6800,84,87
city1,58,2,2,1,1,acept,not furnished,553,2530,0,22
city1,93,3,2,2,7,acept,not furnished,750,2200,84,28
city1,36,1,1,1,8,acept,not furnished,323,2150,85,28
city1,78,2,2,1,2,acept,furnished,1250,7250,390,92
city1,38,2,1,1,3,acept,not furnished,140,1250,15,16
city0,101,3,2,2,1,acept,not furnished,632,2200,119,28
city1,65,2,1,0,4,acept,not furnished,1261,1450,166,19
city1,248,3,4,3,2,acept,not furnished,4325,5300,1521,68
city1,47,2,1,1,6,acept,not furnished,500,1500,0,20
city1,56,1,1,1,8,acept,not furnished,2500,4600,467,59
city1,190,3,3,1,3,acept,not furnished,2150,6300,459,80
city1,69,3,1,1,8,acept,not furnished,650,1350,84,18
city1,235,3,2,2,5,acept,furnished,3650,7200,626,92
city1,120,3,3,0,8,acept,furnished,681,5112,0,17
city1,70,1,1,1,2,acept,not furnished,300,1200,157,16
city1,196,3,5,3,3,acept,furnished,3338,8440,1223,60
city1,89,3,3,2,8,not acept,not furnished,965,3800,150,49
city1,33,1,1,1,5,acept,not furnished,330,1500,79,20
city1,68,1,2,1,6,acept,furnished,2304,9000,532,115
city0,110,3,2,2,7,not acept,not furnished,900,2100,100,27
city1,40,1,1,1,14,not acept,furnished,470,3990,90,51
city1,200,4,3,2,10,acept,furnished,2400,4500,1334,58
city1,82,2,2,2,4,acept,not furnished,924,2827,291,36
city1,240,4,2,2,6,acept,not furnished,2800,3000,292,39
city0,58,1,1,0,5,acept,not furnished,540,900,66,12
city1,80,2,2,1,8,not acept,furnished,1000,4500,250,58
city1,300,4,2,6,0,acept,not furnished,0,5000,250,76
city1,161,4,3,2,1,acept,not furnished,1450,10000,467,127
city1,120,3,3,2,23,not acept,not furnished,1500,7300,400,93
city0,104,2,2,2,7,acept,furnished,1100,4200,210,54
city1,180,3,1,5,0,acept,not furnished,0,6500,567,98
city1,48,1,1,1,9,not acept,furnished,925,4300,90,55
city1,138,2,3,2,22,acept,not furnished,1500,9800,545,125
city1,98,2,3,3,13,not acept,not furnished,800,4150,375,53
city0,136,4,5,2,10,acept,not furnished,1300,3800,280,49
city1,190,3,3,4,0,acept,furnished,1,4500,0,68
city1,60,2,1,1,6,acept,not furnished,760,1850,70,24
city1,320,4,5,0,11,acept,furnished,4600,8700,2300,142
city1,40,2,1,0,0,acept,not furnished,0,1100,0,17
city1,100,4,1,0,0,acept,not furnished,0,1600,100,25
city1,90,2,1,0,0,not acept,not furnished,0,2600,480,40
city1,100,2,2,1,3,acept,not furnished,299,2023,60,26
city1,135,3,2,1,13,acept,not furnished,1535,7000,350,89
city1,100,3,3,2,0,not acept,not furnished,120,2000,0,31
city1,65,3,1,0,1,acept,not furnished,0,3655,159,47
city1,235,3,3,1,3,acept,not furnished,2585,5150,575,66
city0,50,2,1,1,4,not acept,not furnished,250,1500,35,20
city1,77,2,2,2,18,acept,not furnished,547,3000,203,39
city1,120,3,3,1,14,acept,not furnished,1350,2950,297,38
city1,40,1,1,0,2,acept,not furnished,210,1271,0,5
city0,295,7,6,4,0,not acept,furnished,0,6200,334,94
city1,320,3,3,4,0,acept,not furnished,0,10000,1000,151
city1,100,2,1,1,10,not acept,furnished,1095,2900,234,37
city1,153,4,3,3,3,acept,not furnished,2500,5500,700,70
city1,85,3,3,2,3,acept,not furnished,1165,3566,363,11
city1,50,1,1,0,1,not acept,not furnished,150,810,0,11
city1,90,2,2,1,3,acept,not furnished,1000,3000,50,39
city0,32,1,1,0,9,not acept,not furnished,300,600,4,8
city1,150,2,1,4,0,acept,not furnished,0,2800,203,43
city1,86,3,2,0,8,acept,furnished,750,3400,188,44
city1,230,3,5,3,3,not acept,not furnished,3800,11000,1100,140
city1,79,3,2,2,4,acept,furnished,660,2900,26,37
city1,65,2,1,3,9,acept,not furnished,800,2000,217,26
city0,73,3,2,2,1,acept,not furnished,446,2096,124,27
city1,60,2,1,1,8,acept,furnished,470,1800,0,23
city1,137,3,3,3,4,acept,furnished,1500,9800,417,125
city1,100,3,2,1,4,acept,not furnished,886,3700,96,47
city1,100,3,3,2,0,acept,not furnished,900,4100,100,62
city0,90,3,1,1,7,acept,not furnished,756,1450,20,19
city0,166,4,3,3,6,acept,not furnished,1860,2150,284,28
city1,180,3,2,2,6,acept,not furnished,2066,5500,518,70
city1,300,2,3,2,0,acept,furnished,0,3200,0,49
city1,150,3,3,2,0,acept,not furnished,0,2050,250,31
city1,60,1,1,1,13,acept,furnished,646,3900,109,50
city0,42,1,1,1,16,not acept,furnished,1022,1200,134,16
city0,46,1,1,0,7,not acept,not furnished,400,700,0,9
city1,40,1,1,1,5,not acept,not furnished,603,4320,181,55
city0,55,1,1,1,6,acept,not furnished,640,700,36,9
city1,83,2,2,1,21,acept,not furnished,782,4800,174,61
city1,220,4,3,3,4,acept,not furnished,3200,4000,967,51
city1,190,3,4,3,2,acept,not furnished,3800,5950,1209,76
city1,65,2,1,1,1,acept,not furnished,578,2050,61,29
city1,186,3,3,2,22,not acept,not furnished,1350,5435,405,69
city1,80,1,1,0,0,acept,not furnished,0,1200,1,19
city1,175,3,4,3,7,acept,not furnished,0,9000,0,115
city1,95,3,2,0,0,acept,not furnished,0,1690,0,26
city1,86,3,1,1,6,acept,not furnished,460,3150,0,40
city1,300,4,4,3,0,acept,not furnished,0,10000,767,151
city1,108,4,3,2,4,acept,not furnished,1134,6500,609,83
city0,45,1,1,1,3,acept,not furnished,521,600,38,8
city1,37,1,1,0,16,not acept,not furnished,315,1519,30,20
city1,30,1,1,1,10,not acept,furnished,540,3237,350,42
city1,246,3,4,4,9,acept,furnished,3350,10000,1480,127
city1,73,2,2,1,6,acept,furnished,1072,5000,196,64
city1,113,3,2,2,8,acept,not furnished,1750,2975,359,38
city0,110,3,3,2,0,acept,not furnished,560,3200,1056,49
city1,29,1,1,0,0,not acept,not furnished,0,1430,0,19
city1,140,2,2,2,0,not acept,not furnished,0,2700,56,41
city1,28,1,1,1,13,not acept,furnished,615,2800,42,36
city1,200,3,3,3,0,acept,not furnished,0,7000,737,106
city1,20,1,1,0,11,not acept,not furnished,359,1850,0,24
city1,88,3,2,2,11,acept,furnished,1350,5870,108,75
city1,40,1,1,1,3,acept,not furnished,400,1500,59,20
city1,150,3,2,2,16,acept,not furnished,1700,5000,484,64
city1,187,3,2,3,0,acept,not furnished,500,3500,193,53
city1,51,1,1,1,13,acept,not furnished,513,2700,84,35
city1,62,2,2,1,1,not acept,furnished,684,5050,227,64
city1,150,3,2,4,0,acept,not furnished,0,9670,55,146
city1,48,1,1,1,21,not acept,furnished,1137,6698,166,85
city0,60,2,1,1,0,not acept,not furnished,0,830,0,13
city1,53,1,1,1,5,not acept,furnished,1132,2600,0,33
city1,74,2,1,2,9,acept,furnished,1100,6600,424,84
city1,53,1,1,0,2,not acept,not furnished,170,1680,68,22
city0,300,4,5,4,0,acept,not furnished,0,4000,362,61
city1,53,2,2,1,4,acept,furnished,450,1650,0,13
city0,296,6,4,8,0,acept,not furnished,0,5200,375,79
city1,145,4,3,2,1,acept,not furnished,1644,4800,500,61
city1,230,3,3,3,11,acept,not furnished,1900,4080,417,52
city1,34,1,1,0,10,acept,not furnished,200,1610,25,21
city1,27,1,1,1,6,not acept,not furnished,0,3700,0,47
city1,17,1,1,0,1,not acept,furnished,300,2200,50,28
city1,64,2,1,2,10,not acept,furnished,2530,4000,342,51
city1,68,2,2,1,6,acept,not furnished,600,1339,0,16
city1,68,1,1,1,12,acept,furnished,4240,6000,584,77
city1,134,3,3,3,8,acept,not furnished,1680,2125,375,27
city1,43,1,1,0,13,acept,not furnished,250,1700,0,22
city1,48,1,1,2,7,acept,furnished,2300,7000,245,89
city1,220,5,4,3,0,not acept,not furnished,0,8000,425,121
city1,260,3,4,3,3,acept,not furnished,3400,1040,1250,14
city1,250,3,4,0,6,acept,not furnished,3500,5000,1334,64
city1,126,3,2,2,18,not acept,not furnished,990,1680,0,22
city1,62,2,2,0,6,not acept,not furnished,645,1400,92,18
city1,68,2,1,0,2,not acept,not furnished,300,1300,0,17
city1,195,4,3,4,7,acept,not furnished,1808,2700,1067,35
city1,57,2,2,1,22,not acept,furnished,480,4500,140,58
city1,70,2,1,1,14,acept,not furnished,576,2400,162,31
city1,105,3,2,3,1,acept,not furnished,1250,1900,552,25
city0,200,4,3,2,1,acept,not furnished,1150,3400,209,44
