city,area,rooms,bathroom,parking spaces,floor,animal,furniture,Hassoc_tax,rent,prop_tax,fire_insur
1,35,1,1,1,2,acept,not furnished,762,2850,84,37
1,312,3,6,3,0,acept,furnished,0,6300,1063,95
1,40,1,1,0,14,not acept,furnished,810,3800,162,49
1,45,1,1,1,2,not acept,furnished,1900,4200,350,54
1,145,3,3,2,1,acept,furnished,1088,5800,250,74
1,350,3,4,5,0,acept,not furnished,Incluso,5500,1092,83
1,170,3,3,1,6,acept,not furnished,1300,2260,200,29
1,270,3,3,2,8,acept,furnished,3370,5500,995,70
1,70,2,2,0,0,not acept,not furnished,0,3800,90,58
1,50,2,1,1,6,acept,furnished,400,1900,0,15
1,33,1,1,1,19,not acept,furnished,400,3413,0,12
0,70,3,1,1,1,acept,not furnished,650,1300,17,17
1,240,3,2,3,0,acept,not furnished,0,5900,500,89
1,53,1,1,1,4,acept,not furnished,690,4398,200,56
1,50,2,1,1,0,acept,not furnished,500,1060,5,14
1,55,2,1,1,7,not acept,not furnished,784,3900,135,50
1,380,2,4,0,21,acept,furnished,3490,6800,2863,87
1,48,1,1,1,4,acept,not furnished,633,3400,114,44
1,30,1,1,0,1,acept,furnished,350,3300,0,42
0,138,3,4,3,8,acept,not furnished,1278,5000,405,64
1,100,2,4,2,12,not acept,furnished,885,3000,330,39
1,320,3,4,3,0,acept,not furnished,0,6000,484,91
1,351,3,4,2,17,not acept,furnished,2400,9500,1192,121
1,190,4,3,3,8,acept,not furnished,1200,5700,71,73
1,55,2,1,1,3,acept,not furnished,720,2170,12,28
1,62,2,1,1,2,acept,not furnished,1000,5000,184,64
1,130,3,2,1,3,acept,not furnished,2400,4500,317,58
1,61,2,1,1,6,acept,not furnished,897,2100,96,27
1,150,3,4,3,18,not acept,furnished,2200,7500,622,54
0,87,2,1,0,10,acept,not furnished,415,1100,82,14
1,156,3,4,3,4,acept,not furnished,1650,9000,667,115
1,33,1,1,0,12,acept,not furnished,300,1655,0,21
1,46,1,1,1,7,acept,not furnished,486,1816,83,8
1,45,1,1,1,9,acept,not furnished,427,2142,Incluso,20
1,50,2,1,1,5,acept,not furnished,570,1100,0,14
1,90,2,2,2,0,acept,furnished,0,4100,0,62
1,280,3,4,3,4,not acept,not furnished,4200,7600,1250,97
1,98,2,3,2,8,acept,furnished,1907,8500,468,108
1,65,2,1,2,21,acept,not furnished,1111,4000,233,51
1,100,1,2,2,1,acept,furnished,2344,7000,757,89
1,170,3,5,3,1,acept,furnished,2900,9900,724,126
1,60,1,1,1,7,acept,furnished,1800,2000,0,26
1,400,3,5,6,0,acept,furnished,0,4700,125,71
1,45,1,1,1,1,not acept,furnished,3000,5520,0,70
1,85,3,2,2,0,acept,not furnished,100,2500,75,38
1,300,3,3,4,0,acept,not furnished,1,3700,950,56
1,70,2,1,1,3,not acept,not furnished,710,860,45,11
1,38,1,1,1,5,not acept,furnished,1450,3400,0,44
1,186,4,4,3,11,acept,not furnished,1900,6000,584,77
1,20,1,1,0,6,acept,furnished,602,1800,130,23
1,210,3,3,2,15,not acept,furnished,3500,8667,834,110
1,80,3,2,2,12,not acept,furnished,770,3008,211,39
1,22,1,1,0,25,acept,not furnished,385,2100,40,27
1,70,3,2,1,3,acept,not furnished,1087,3700,38,47
1,162,3,3,1,8,acept,not furnished,2150,7000,492,89
1,20,1,1,0,5,acept,furnished,602,1800,130,23
1,210,3,3,4,8,acept,not furnished,3000,12000,834,153
1,250,4,2,5,0,acept,not furnished,0,4400,71,67
1,150,2,1,2,0,acept,not furnished,300,1800,136,28
1,204,4,5,3,10,not acept,not furnished,1900,8000,417,102
1,93,2,2,1,8,acept,not furnished,1258,2490,12,32
1,90,3,1,1,4,acept,not furnished,638,1600,225,21
1,70,3,1,1,12,acept,not furnished,800,3000,0,39
1,65,2,2,1,6,acept,not furnished,481,1890,125,24
1,45,2,1,1,14,acept,not furnished,270,1500,82,20
1,204,4,6,4,8,acept,furnished,3900,6800,940,87
1,240,3,3,2,0,acept,not furnished,0,4000,292,61
1,56,1,1,1,10,not acept,furnished,1340,2925,251,10
1,80,3,2,1,6,acept,not furnished,850,1790,209,23
1,88,3,3,2,14,acept,not furnished,750,2600,169,33
1,60,1,1,2,11,acept,furnished,2320,4600,267,59
1,240,4,3,1,0,acept,not furnished,0,10200,470,154
1,60,2,1,1,0,not acept,not furnished,Incluso,1700,23,26
0,240,3,4,2,0,acept,not furnished,0,3000,250,46
1,37,2,1,0,1,not acept,not furnished,0,1500,25,20
1,84,3,1,1,6,acept,not furnished,800,3000,215,39
1,260,3,2,2,9,acept,not furnished,4560,12000,732,153
1,70,2,1,1,6,acept,not furnished,675,1380,69,18
0,151,3,2,3,10,acept,furnished,1400,2500,251,32
1,120,2,1,0,0,acept,not furnished,0,1500,90,23
1,250,3,2,2,0,acept,not furnished,0,3500,250,53
1,187,3,3,3,13,acept,furnished,4357,5000,1270,64
1,87,2,2,1,4,acept,not furnished,969,6675,167,85
1,210,4,5,3,12,acept,furnished,2620,2975,1184,38
1,160,3,4,2,0,acept,not furnished,0,4300,209,65
1,110,6,5,7,0,acept,not furnished,Sem info,9810,1000,148
1,142,4,4,3,15,not acept,not furnished,1661,2980,559,38
1,700,5,7,8,0,acept,furnished,0,6000,1800,91
1,45,1,1,1,7,acept,furnished,420,2050,162,26
1,130,3,2,1,1,not acept,not furnished,1144,4300,167,55
0,147,4,3,1,0,acept,not furnished,0,3500,62,53
1,150,2,1,0,1,acept,not furnished,180,2285,100,29
1,130,2,3,2,0,acept,not furnished,0,2500,42,38
1,89,3,2,1,14,acept,not furnished,800,1760,100,23
0,103,2,1,1,4,not acept,not furnished,635,1100,84,14
0,100,3,2,1,3,acept,not furnished,690,1300,76,17
1,310,2,6,3,11,not acept,not furnished,2300,6000,764,77
1,100,2,3,1,6,acept,not furnished,1400,2900,100,37
1,70,2,2,1,0,acept,not furnished,0,2400,67,37
1,148,3,3,0,6,acept,not furnished,2056,2400,200,31
1,80,3,1,1,8,acept,furnished,703,2500,87,32
1,52,1,1,1,7,acept,not furnished,626,1823,0,21
1,39,2,1,1,0,not acept,not furnished,150,1500,38,23
0,94,3,1,0,6,acept,not furnished,710,1100,90,14
1,173,7,2,0,0,not acept,not furnished,0,4800,0,73
1,300,5,6,6,0,acept,not furnished,0,9500,2084,143
1,651,7,7,8,0,acept,not furnished,0,8500,1595,128
1,19,1,1,0,0,not acept,not furnished,0,1200,41,16
0,45,2,1,1,1,acept,not furnished,300,870,0,12
1,75,1,1,1,9,acept,not furnished,850,2900,46,37
1,60,2,1,1,4,acept,not furnished,603,1275,109,17
0,277,3,4,4,0,acept,not furnished,0,3270,28,50
0,71,2,1,1,7,acept,not furnished,670,1150,114,15
1,114,3,1,0,0,acept,not furnished,0,2650,150,40
1,138,3,3,2,11,acept,not furnished,960,3000,100,39
1,90,3,2,2,4,acept,furnished,808,3600,253,46
1,235,3,2,2,0,not acept,not furnished,0,8000,417,121
1,136,4,2,3,12,acept,not furnished,1200,3300,250,42
1,20,1,1,0,0,acept,furnished,602,1800,130,23
1,36,1,1,0,13,not acept,not furnished,270,1240,0,16
1,60,2,1,1,10,acept,not furnished,350,1880,0,24
1,325,5,5,4,0,acept,not furnished,0,6000,420,91
0,43,2,1,1,0,acept,not furnished,274,1061,7,14
0,170,3,2,2,0,acept,not furnished,Incluso,2300,98,35
0,55,1,2,0,6,acept,not furnished,504,842,0,3
1,200,3,3,1,8,acept,not furnished,1687,5800,365,74
1,150,3,2,1,0,not acept,not furnished,0,2500,59,38
1,140,2,1,0,0,acept,not furnished,0,1650,167,25
1,160,3,3,1,6,acept,not furnished,2000,4500,84,58
1,300,3,4,4,0,acept,not furnished,1,2800,292,43
1,99,3,2,1,8,not acept,not furnished,970,2100,180,27
1,180,3,2,1,2,acept,not furnished,1000,10000,180,127
1,230,4,5,4,0,acept,not furnished,0,8000,526,121
1,210,4,4,3,9,acept,not furnished,2100,9100,667,116
1,440,1,2,4,0,acept,not furnished,1,9800,584,148
1,55,2,2,2,6,acept,not furnished,780,1150,142,15
0,70,1,2,1,11,not acept,furnished,1700,1500,184,20
1,157,3,3,1,5,acept,not furnished,1325,4500,347,58
1,176,3,3,3,9,acept,not furnished,1950,5000,542,64
0,78,3,1,1,2,acept,not furnished,500,850,50,11
1,35,1,1,0,7,not acept,not furnished,411,1080,35,14
0,52,1,1,1,8,acept,not furnished,650,1200,29,16
1,240,4,4,3,1,acept,not furnished,2800,4200,792,54
1,84,2,3,2,8,acept,not furnished,859,4000,261,16
1,125,3,3,2,0,acept,not furnished,0,2800,38,43
0,78,3,2,1,15,acept,not furnished,542,1935,78,9
0,58,2,1,1,1,acept,furnished,385,3500,64,45
1,113,3,2,2,1,acept,not furnished,800,1915,0,7
1,52,1,1,1,8,not acept,not furnished,1700,4420,188,57
1,28,1,1,0,6,acept,not furnished,376,1450,67,19
1,54,1,1,0,8,acept,not furnished,350,1940,3,25
1,220,3,3,3,9,acept,not furnished,3500,8900,1466,113
1,118,3,3,2,5,not acept,not furnished,1800,9000,352,115
1,92,3,2,1,9,not acept,not furnished,1022,3112,0,13
1,62,2,1,1,17,not acept,not furnished,716,3356,217,13
1,250,3,4,3,11,acept,not furnished,4000,5100,975,65
0,750,4,5,5,0,not acept,not furnished,0,10400,667,157
1,177,3,2,2,0,acept,not furnished,0,4000,459,61
1,138,3,2,1,7,not acept,not furnished,2000,7600,238,97
1,140,3,2,1,5,acept,not furnished,1091,5000,292,64
1,450,4,5,6,0,not acept,furnished,0,9000,1150,136
1,167,3,3,3,4,acept,not furnished,2334,1670,555,22
1,30,1,1,1,11,not acept,furnished,1600,2900,180,37
1,120,3,2,0,0,acept,not furnished,0,2250,0,34
0,60,2,1,1,0,acept,not furnished,485,800,60,11
1,210,3,3,4,0,acept,not furnished,0,3294,276,50
1,49,1,1,1,7,acept,furnished,1730,6200,0,79
1,75,2,2,1,8,acept,furnished,930,2950,110,38
1,109,3,2,1,2,acept,not furnished,1450,5300,0,68
1,57,1,2,0,17,acept,not furnished,670,1400,0,18
1,100,4,2,2,0,acept,not furnished,0,3500,42,53
1,70,2,2,2,11,not acept,furnished,2847,3290,590,42
1,250,3,2,8,0,acept,not furnished,0,6500,1360,98
1,103,3,2,2,6,acept,not furnished,1150,3000,459,39
1,90,3,2,2,11,not acept,not furnished,3160,5000,384,64
0,273,4,2,2,4,acept,furnished,2100,2770,366,36
1,37,1,1,0,31,not acept,furnished,583,1650,57,21
1,61,2,1,1,4,acept,not furnished,459,1850,0,24
1,64,2,2,1,0,not acept,not furnished,773,1900,152,29
1,220,3,5,4,10,acept,not furnished,2250,6800,84,87
1,58,2,2,1,1,acept,not furnished,553,2530,0,22
1,145,3,3,3,6,acept,not furnished,1100,12000,667,153
1,93,3,2,2,7,acept,not furnished,750,2200,84,28
1,36,1,1,1,8,acept,not furnished,323,2150,85,28
1,78,2,2,1,2,acept,furnished,1250,7250,390,92
1,38,2,1,1,3,acept,not furnished,140,1250,15,16
0,101,3,2,2,1,acept,not furnished,632,2200,119,28
1,400,4,5,5,0,acept,not furnished,0,7200,350,109
1,65,2,1,0,4,acept,not furnished,1261,1450,166,19
1,248,3,4,3,2,acept,not furnished,4325,5300,1521,68
1,360,3,5,6,17,acept,not furnished,7552,3000,4830,39
1,47,2,1,1,6,acept,not furnished,500,1500,0,20
1,56,1,1,1,8,acept,not furnished,2500,4600,467,59
1,190,3,3,1,3,acept,not furnished,2150,6300,459,80
1,69,3,1,1,8,acept,not furnished,650,1350,84,18
1,235,3,2,2,5,acept,furnished,3650,7200,626,92
1,120,3,3,0,8,acept,furnished,681,5112,0,17
1,70,1,1,1,2,acept,not furnished,300,1200,157,16
1,196,3,5,3,3,acept,furnished,3338,8440,1223,60
1,89,3,3,2,8,not acept,not furnished,965,3800,150,49
1,33,1,1,1,5,acept,not furnished,330,1500,79,20
1,68,1,2,1,6,acept,furnished,2304,9000,532,115
0,110,3,2,2,7,not acept,not furnished,900,2100,100,27
1,40,1,1,1,14,not acept,furnished,470,3990,90,51
1,33,1,1,0,1,not acept,not furnished,250,1305,0,17
1,200,4,3,2,10,acept,furnished,2400,4500,1334,58
1,82,2,2,2,4,acept,not furnished,924,2827,291,36
1,240,4,2,2,6,acept,not furnished,2800,3000,292,39
0,58,1,1,0,5,acept,not furnished,540,900,66,12
1,80,2,2,1,8,not acept,furnished,1000,4500,250,58
1,300,4,2,6,0,acept,not furnished,0,5000,250,76
1,161,4,3,2,1,acept,not furnished,1450,10000,467,127
1,120,3,3,2,23,not acept,not furnished,1500,7300,400,93
0,104,2,2,2,7,acept,furnished,1100,4200,210,54
1,180,3,1,5,0,acept,not furnished,0,6500,567,98
1,48,1,1,1,9,not acept,furnished,925,4300,90,55
1,138,2,3,2,22,acept,not furnished,1500,9800,545,125
1,350,4,3,4,0,acept,not furnished,1,7300,600,110
1,98,2,3,3,13,not acept,not furnished,800,4150,375,53
0,136,4,5,2,10,acept,not furnished,1300,3800,280,49
1,190,3,3,4,0,acept,furnished,1,4500,0,68
1,60,2,1,1,6,acept,not furnished,760,1850,70,24
1,320,4,5,0,11,acept,furnished,4600,8700,2300,142
1,40,2,1,0,0,acept,not furnished,0,1100,0,17
1,100,4,1,0,0,acept,not furnished,0,1600,100,25
1,90,2,1,0,0,not acept,not furnished,0,2600,480,40
1,100,2,2,1,3,acept,not furnished,299,2023,60,26
1,135,3,2,1,13,acept,not furnished,1535,7000,350,89
1,100,3,3,2,0,not acept,not furnished,120,2000,0,31
1,65,3,1,0,1,acept,not furnished,0,3655,159,47
1,387,4,6,4,1,acept,not furnished,5200,6400,2792,82
1,235,3,3,1,3,acept,not furnished,2585,5150,575,66
0,50,2,1,1,4,not acept,not furnished,250,1500,35,20
1,77,2,2,2,18,acept,not furnished,547,3000,203,39
1,120,3,3,1,14,acept,not furnished,1350,2950,297,38
0,70,2,3,1,7,acept,not furnished,1196,2004,0,26
1,40,1,1,0,2,acept,not furnished,210,1271,0,5
0,295,7,6,4,0,not acept,furnished,0,6200,334,94
1,320,3,3,4,0,acept,not furnished,0,10000,1000,151
1,100,2,1,1,10,not acept,furnished,1095,2900,234,37
1,153,4,3,3,3,acept,not furnished,2500,5500,700,70
1,85,3,3,2,3,acept,not furnished,1165,3566,363,11
1,450,4,4,3,0,acept,not furnished,Sem info,11500,875,173
1,50,1,1,0,1,not acept,not furnished,150,810,0,11
1,90,2,2,1,3,acept,not furnished,1000,3000,50,39
0,32,1,1,0,9,not acept,not furnished,300,600,4,8
1,150,2,1,4,0,acept,not furnished,0,2800,203,43
1,86,3,2,0,8,acept,furnished,750,3400,188,44
1,230,3,5,3,3,not acept,not furnished,3800,11000,1100,140
1,79,3,2,2,4,acept,furnished,660,2900,26,37
1,400,4,4,4,0,acept,furnished,0,10000,912,151
1,65,2,1,3,9,acept,not furnished,800,2000,217,26
0,73,3,2,2,1,acept,not furnished,446,2096,124,27
1,45,1,1,1,1,not acept,furnished,3000,5520,0,70
1,60,2,1,1,8,acept,furnished,470,1800,0,23
1,137,3,3,3,4,acept,furnished,1500,9800,417,125
1,100,3,2,1,4,acept,not furnished,886,3700,96,47
1,100,3,3,2,0,acept,not furnished,900,4100,100,62
0,90,3,1,1,7,acept,not furnished,756,1450,20,19
0,166,4,3,3,6,acept,not furnished,1860,2150,284,28
1,180,3,2,2,6,acept,not furnished,2066,5500,518,70
1,300,2,3,2,0,acept,furnished,0,3200,0,49
1,150,3,3,2,0,acept,not furnished,0,2050,250,31
1,60,1,1,1,13,acept,furnished,646,3900,109,50
0,42,1,1,1,16,not acept,furnished,1022,1200,134,16
0,46,1,1,0,7,not acept,not furnished,400,700,0,9
1,40,1,1,1,5,not acept,not furnished,603,4320,181,55
0,55,1,1,1,6,acept,not furnished,640,700,36,9
1,83,2,2,1,21,acept,not furnished,782,4800,174,61
1,220,4,3,3,4,acept,not furnished,3200,4000,967,51
1,190,3,4,3,2,acept,not furnished,3800,5950,1209,76
1,65,2,1,1,1,acept,not furnished,578,2050,61,29
1,186,3,3,2,22,not acept,not furnished,1350,5435,405,69
1,80,1,1,0,0,acept,not furnished,0,1200,1,19
1,175,3,4,3,7,acept,not furnished,0,9000,0,115
1,95,3,2,0,0,acept,not furnished,0,1690,0,26
1,86,3,1,1,6,acept,not furnished,460,3150,0,40
1,300,4,4,3,0,acept,not furnished,0,10000,767,151
1,108,4,3,2,4,acept,not furnished,1134,6500,609,83
0,45,1,1,1,3,acept,not furnished,521,600,38,8
1,37,1,1,0,16,not acept,not furnished,315,1519,30,20
1,30,1,1,1,10,not acept,furnished,540,3237,350,42
1,246,3,4,4,9,acept,furnished,3350,10000,1480,127
1,73,2,2,1,6,acept,furnished,1072,5000,196,64
1,113,3,2,2,8,acept,not furnished,1750,2975,359,38
0,110,3,3,2,0,acept,not furnished,560,3200,1056,49
1,29,1,1,0,0,not acept,not furnished,Incluso,1430,0,19
1,140,2,2,2,0,not acept,not furnished,0,2700,56,41
1,28,1,1,1,13,not acept,furnished,615,2800,42,36
1,200,3,3,3,0,acept,not furnished,0,7000,737,106
1,20,1,1,0,11,not acept,not furnished,359,1850,0,24
1,88,3,2,2,11,acept,furnished,1350,5870,108,75
1,40,1,1,1,3,acept,not furnished,400,1500,59,20
1,150,3,2,2,16,acept,not furnished,1700,5000,484,64
1,187,3,2,3,0,acept,not furnished,500,3500,193,53
1,51,1,1,1,13,acept,not furnished,513,2700,84,35
1,62,2,2,1,1,not acept,furnished,684,5050,227,64
1,150,3,2,4,0,acept,not furnished,0,9670,55,146
1,48,1,1,1,21,not acept,furnished,1137,6698,166,85
0,60,2,1,1,0,not acept,not furnished,0,830,0,13
1,53,1,1,1,5,not acept,furnished,1132,2600,0,33
1,74,2,1,2,9,acept,furnished,1100,6600,424,84
1,53,1,1,0,2,not acept,not furnished,170,1680,68,22
0,300,4,5,4,0,acept,not furnished,Incluso,4000,362,61
1,53,2,2,1,4,acept,furnished,450,1650,0,13
0,296,6,4,8,0,acept,not furnished,0,5200,375,79
1,145,4,3,2,1,acept,not furnished,1644,4800,500,61
1,230,3,3,3,11,acept,not furnished,1900,4080,417,52
1,420,4,4,4,19,acept,not furnished,4900,11050,3700,141
1,34,1,1,0,10,acept,not furnished,200,1610,25,21
1,27,1,1,1,6,not acept,not furnished,Incluso,3700,Incluso,47
1,17,1,1,0,1,not acept,furnished,300,2200,50,28
1,64,2,1,2,10,not acept,furnished,2530,4000,342,51
1,68,2,2,1,6,acept,not furnished,600,1339,0,16
1,68,1,1,1,12,acept,furnished,4240,6000,584,77
1,134,3,3,3,8,acept,not furnished,1680,2125,375,27
1,43,1,1,0,13,acept,not furnished,250,1700,0,22
1,48,1,1,2,7,acept,furnished,2300,7000,245,89
1,220,5,4,3,0,not acept,not furnished,0,8000,425,121
1,260,3,4,3,3,acept,not furnished,3400,1040,1250,14
1,250,3,4,0,6,acept,not furnished,3500,5000,1334,64
1,126,3,2,2,18,not acept,not furnished,990,1680,0,22
1,62,2,2,0,6,not acept,not furnished,645,1400,92,18
1,68,2,1,0,2,not acept,not furnished,300,1300,0,17
1,195,4,3,4,7,acept,not furnished,1808,2700,1067,35
1,57,2,2,1,22,not acept,furnished,480,4500,140,58
1,556,4,5,7,0,acept,not furnished,0,7000,2059,106
1,70,2,1,1,14,acept,not furnished,576,2400,162,31
1,105,3,2,3,1,acept,not furnished,1250,1900,552,25
0,200,4,3,2,1,acept,not furnished,1150,3400,209,44
1,290,3,5,4,8,acept,furnished,3580,7000,0,89
1,90,2,2,1,7,not acept,furnished,867,3910,0,15
1,130,3,4,2,11,not acept,not furnished,1550,2318,411,30
1,40,1,1,0,0,acept,not furnished,0,1100,195,17
1,110,4,5,3,0,acept,not furnished,0,3900,625,59
1,28,1,1,0,5,acept,furnished,255,1764,0,23
1,240,3,3,3,11,acept,furnished,3000,10000,1200,127
1,100,3,3,3,1,acept,not furnished,1000,3300,417,42
1,20,1,1,0,0,acept,not furnished,0,2060,0,27
1,300,4,4,4,19,acept,furnished,2800,9000,1667,115
1,16,1,1,0,1,not acept,not furnished,0,850,30,11
1,90,2,1,0,2,not acept,not furnished,0,1720,0,26
1,90,3,3,2,1,acept,not furnished,1171,1997,280,26
1,39,2,1,0,3,acept,not furnished,120,1450,43,19
0,578,4,5,8,0,acept,not furnished,0,9500,787,143
1,180,3,2,1,0,not acept,not furnished,0,3000,163,46
1,209,3,3,0,4,acept,not furnished,2200,4000,803,51
1,170,3,3,2,6,acept,not furnished,2377,9500,828,121
1,250,4,5,4,6,acept,not furnished,2050,9800,998,125
1,262,4,5,4,17,acept,not furnished,2500,2250,1350,29
1,100,3,3,0,0,acept,not furnished,0,1955,30,30
1,200,3,2,2,0,acept,not furnished,0,2900,791,44
1,70,2,1,1,6,acept,not furnished,550,3000,0,39
1,244,3,3,3,4,acept,not furnished,5000,8900,1679,113
1,270,5,4,4,6,not acept,not furnished,3500,7000,1684,89
1,45,1,1,0,0,not acept,not furnished,Sem info,1030,60,16
1,20,1,1,0,3,not acept,furnished,340,2400,59,31
1,70,2,2,0,1,not acept,not furnished,720,3750,25,48
0,130,2,2,5,0,acept,not furnished,0,1800,321,28
0,104,2,2,1,2,acept,not furnished,580,1700,122,22
1,65,1,1,1,9,not acept,not furnished,1000,2500,0,32
1,235,3,3,3,11,not acept,not furnished,1367,6500,579,83
1,200,3,4,2,2,acept,not furnished,2700,9180,0,117
1,150,2,2,1,0,acept,furnished,0,2175,0,12
0,60,2,1,1,2,acept,not furnished,314,1000,0,13
1,82,1,1,2,1,acept,not furnished,1650,8000,267,102
1,380,4,4,3,1,acept,not furnished,2300,8000,2180,102
1,54,2,2,1,16,acept,not furnished,665,2200,117,28
1,67,2,2,1,1,not acept,furnished,580,3500,60,45
1,330,2,4,3,0,acept,not furnished,0,6000,2000,91
1,117,4,5,4,10,not acept,not furnished,1523,3175,711,41
0,200,3,3,5,0,acept,not furnished,0,2650,220,40
1,305,2,3,0,10,acept,not furnished,3500,5000,667,64
1,53,2,2,2,5,acept,not furnished,757,2495,166,11
0,170,4,3,2,0,acept,not furnished,0,1750,109,27
1,50,1,1,1,13,acept,not furnished,500,1800,0,23
1,164,3,2,1,15,acept,furnished,1229,3700,198,47
1,90,2,1,1,0,acept,not furnished,Incluso,2500,219,38
0,115,3,3,1,5,acept,not furnished,1035,1900,30,25
1,206,3,3,1,11,acept,furnished,2914,7400,586,94
1,50,2,2,1,10,acept,not furnished,380,1900,0,25
0,49,2,1,1,1,acept,not furnished,263,1000,38,13
1,30,1,1,0,5,acept,not furnished,330,1210,21,16
1,130,3,1,1,0,acept,not furnished,0,5600,Incluso,85
1,360,4,9,8,0,acept,not furnished,0,8540,1329,129
1,54,2,1,1,1,acept,not furnished,670,1932,73,8
0,252,3,3,4,0,acept,not furnished,0,3300,259,50
0,130,3,2,0,0,acept,not furnished,0,1400,10,22
0,400,4,4,3,0,acept,not furnished,1200,8700,458,131
1,27,1,1,0,2,not acept,not furnished,50,895,41,12
1,45,1,1,1,8,not acept,not furnished,589,2349,0,8
1,260,4,4,2,5,acept,furnished,2570,4400,584,56
1,74,2,3,2,24,acept,not furnished,450,3200,40,41
1,59,2,2,0,5,not acept,not furnished,754,2040,25,26
1,51,2,1,1,4,acept,not furnished,455,2500,23,32
1,346,4,4,4,6,acept,not furnished,2200,4080,2704,52
1,30,1,1,0,0,not acept,not furnished,Sem info,1200,0,19
1,58,2,1,1,1,acept,not furnished,710,1397,3,18
0,65,2,1,1,1,acept,furnished,459,1850,49,24
1,110,2,3,2,2,acept,not furnished,1276,6500,517,83
1,600,5,7,8,0,acept,furnished,0,9000,1875,136
1,35,1,1,0,1,acept,not furnished,1,1950,0,25
1,65,3,1,0,13,not acept,not furnished,510,1880,30,24
1,83,2,1,1,6,not acept,not furnished,550,1600,125,21
1,100,3,2,0,3,not acept,not furnished,800,2000,250,26
1,90,2,2,1,3,acept,not furnished,1000,3000,50,39
1,65,1,1,1,14,not acept,furnished,2400,3500,1,45
1,135,3,2,2,3,acept,not furnished,1650,2300,775,30
1,90,2,2,2,0,acept,not furnished,0,1800,0,28
1,58,2,1,1,8,acept,not furnished,650,1500,5,20
1,34,2,1,0,10,acept,not furnished,300,2200,15,28
1,350,3,5,3,0,acept,not furnished,0,12000,1250,181
1,45,1,1,1,18,not acept,furnished,2200,4500,334,58
1,120,3,2,1,1,not acept,not furnished,870,2500,160,32
0,45,1,1,1,4,not acept,not furnished,417,850,140,11
1,26,1,1,0,0,not acept,not furnished,0,900,10,12
1,137,4,1,1,4,not acept,furnished,435,3000,5,22
1,200,2,2,1,0,acept,not furnished,0,2000,1,31
1,20,1,1,0,6,acept,furnished,602,1800,130,23
1,163,3,3,3,8,acept,furnished,1532,2550,417,33
1,32,1,1,1,8,not acept,not furnished,597,2088,0,7
1,45,1,1,1,7,acept,not furnished,695,1700,170,22
1,147,3,2,0,9,not acept,furnished,1500,4250,0,54
1,260,3,2,1,0,not acept,not furnished,0,3000,334,46
1,36,1,1,1,8,acept,furnished,600,3400,80,44
1,20,1,1,0,3,acept,furnished,602,1800,130,23
1,112,1,2,2,7,acept,furnished,0,8389,0,107
1,35,1,1,0,9,acept,furnished,450,1300,40,17
1,280,3,4,2,0,acept,not furnished,0,2590,310,39
1,137,2,2,1,0,not acept,not furnished,0,4600,410,70
1,120,3,3,1,4,acept,not furnished,1015,3070,0,39
1,62,3,1,1,7,not acept,not furnished,400,1600,25,21
1,70,2,2,0,0,acept,not furnished,0,1980,0,30
1,78,3,2,2,10,acept,not furnished,650,2400,117,31
1,39,1,1,1,24,not acept,furnished,600,4200,125,54
0,90,3,3,2,4,acept,not furnished,740,1350,78,18
1,121,2,3,1,20,acept,not furnished,825,2560,170,33
1,97,3,3,2,7,acept,not furnished,1058,2500,275,32
1,130,2,2,2,0,acept,not furnished,0,3500,448,53
0,46,2,1,1,4,acept,not furnished,250,1250,0,16
1,93,2,2,2,2,acept,furnished,1166,5500,325,70
1,70,2,2,0,1,acept,not furnished,280,1000,138,13
1,100,2,1,1,0,acept,not furnished,0,1900,84,29
1,64,1,2,1,3,acept,not furnished,763,2603,101,16
1,84,2,2,0,12,acept,not furnished,747,1500,0,20
1,146,3,5,3,17,not acept,furnished,1400,9000,0,115
1,110,3,2,1,1,acept,not furnished,1000,5500,25,70
1,80,1,2,1,10,acept,furnished,1000,4000,109,51
1,180,4,3,2,5,acept,not furnished,2650,5500,667,70
1,20,1,1,0,2,not acept,furnished,150,3142,67,40
1,70,3,1,1,9,acept,not furnished,1000,2500,0,32
1,54,1,1,1,13,not acept,not furnished,1484,4130,250,53
0,240,3,4,4,1,acept,not furnished,2800,7000,0,89
1,141,3,2,2,11,acept,not furnished,2200,6900,450,88
1,70,2,1,0,1,acept,not furnished,0,1600,0,21
1,58,1,2,1,14,acept,furnished,920,5800,200,74
1,160,3,2,2,2,acept,not furnished,1700,3599,490,46
0,348,3,3,3,0,acept,not furnished,0,6000,350,91
1,68,2,1,1,1,acept,not furnished,1064,1200,0,16
0,58,2,2,2,8,not acept,furnished,347,3500,0,45
1,138,2,3,2,9,acept,furnished,2082,2180,606,28
1,55,1,1,1,11,not acept,not furnished,696,2200,148,28
0,170,3,2,2,0,acept,not furnished,Incluso,2300,98,35
0,188,5,4,0,0,acept,not furnished,0,4000,178,61
1,240,3,4,2,0,acept,not furnished,1,8200,625,124
1,23,1,1,0,23,acept,not furnished,392,2100,41,27
1,48,1,2,1,2,acept,furnished,750,3857,0,13
0,380,3,5,4,0,acept,not furnished,0,3800,459,58
1,58,2,2,1,12,not acept,furnished,928,4000,256,51
1,200,2,1,1,0,acept,not furnished,0,2450,200,37
1,70,2,1,1,7,acept,furnished,2065,3300,211,42
1,126,2,2,1,0,acept,not furnished,0,2500,0,38
